,price,kms_driven,owner,age,power,brand
4510,150000,2900,First Owner,3,350,Royal Enfield
4511,105000,28000,First Owner,5,350,Royal Enfield
4512,41000,4544,First Owner,2,100,Hero
4513,20500,50444,First Owner,10,150,Hero
4514,68000,18568,First Owner,5,220,Bajaj
4515,120000,9219,First Owner,3,350,Royal Enfield
4516,21000,26238,First Owner,6,100,Bajaj
4517,18500,96142,First Owner,10,160,TVS
4518,18000,17701,First Owner,11,100,Hero
4519,92000,17426,First Owner,5,350,Royal Enfield
4531,48900,24200,First Owner,6,160,Honda
4532,77000,5700,First Owner,4,150,Yamaha
4533,115000,25468,First Owner,8,250,Honda
4534,60300,100000,First Owner,14,350,Royal Enfield
4535,61000,11783,First Owner,14,350,Royal Enfield
4536,155000,9000,First Owner,6,535,Royal Enfield
4537,75000,16051,First Owner,3,150,Yamaha
4538,25000,14649,First Owner,6,100,Hero
4539,60000,31509,Second Owner,10,250,Honda
4541,72000,22687,Second Owner,8,350,Royal Enfield
4542,32000,41759,First Owner,11,125,Honda
4543,50400,37500,First Owner,5,160,Honda
4544,155000,2900,First Owner,2,350,Royal Enfield
4545,170000,3334,First Owner,3,500,Royal Enfield
4547,36700,47000,First Owner,8,180,TVS
4548,48000,14600,Second Owner,6,220,Bajaj
4549,124000,10168,First Owner,5,390,KTM
4550,16000,19285,First Owner,12,100,Hero
4551,112000,12552,First Owner,3,350,Royal Enfield
4552,17500,22002,First Owner,11,100,Hero
4553,64400,12000,First Owner,3,180,Bajaj
4569,100000,13154,First Owner,5,300,Mahindra
4571,12000,70000,First Owner,16,125,Bajaj
4572,37000,29000,First Owner,4,100,Hero
4573,65000,32000,First Owner,7,200,Bajaj
4574,48400,14500,First Owner,4,150,Bajaj
4577,21000,15705,First Owner,4,100,Bajaj
4579,90000,50000,First Owner,12,350,Royal Enfield
4580,40000,62000,First Owner,5,150,Yamaha
4581,40000,8241,First Owner,9,160,TVS
4582,154000,3749,First Owner,4,390,KTM
4583,26000,67527,First Owner,8,150,Yamaha
4584,200000,25000,First Owner,4,390,KTM
4585,35000,40000,Second Owner,24,135,Yamaha
4586,24800,38000,First Owner,8,180,Bajaj
4597,500000,5600,Second Owner,6,865,Triumph
4598,70000,28411,First Owner,7,500,Royal Enfield
4599,25000,20322,First Owner,10,125,Honda
4600,65949,25931,Second Owner,5,200,TVS
4601,16000,14536,First Owner,7,125,Bajaj
4602,120000,26000,Second Owner,5,250,Benelli
4603,96000,20755,First Owner,5,350,Royal Enfield
4604,47000,23467,First Owner,3,110,Honda
4605,11000,30502,First Owner,14,150,Bajaj
4606,25000,14319,First Owner,4,100,Bajaj
4607,23000,28895,First Owner,8,100,TVS
4608,83000,36083,First Owner,7,390,KTM
4609,32000,41905,First Owner,7,100,Hero
4610,65300,23235,First Owner,7,150,Yamaha
4611,95000,15080,First Owner,5,350,Royal Enfield
4612,19000,20089,First Owner,7,100,Bajaj
4613,18000,15580,First Owner,7,100,Bajaj
4614,24000,18294,First Owner,8,125,Honda
4615,19000,15001,First Owner,8,100,Bajaj
4616,171125,10000,First Owner,5,390,KTM
4617,170000,3100,First Owner,4,350,Royal Enfield
4618,24000,6087,First Owner,4,100,Bajaj
4619,20000,62505,First Owner,8,150,Bajaj
4620,23000,40000,First Owner,8,110,Mahindra
4621,31900,64000,First Owner,8,220,Bajaj
4624,21000,23824,First Owner,8,100,Hero
4625,23000,15660,First Owner,6,110,Honda
4627,104100,35000,First Owner,11,500,Royal Enfield
4628,16000,78370,First Owner,10,150,Hero
4629,14700,80000,Second Owner,14,223,Hero
4630,90000,15437,First Owner,7,350,Royal Enfield
4631,33000,10000,First Owner,4,100,Hero
4632,20000,25000,Second Owner,11,100,Hero
4633,24500,24182,First Owner,10,110,Honda
4634,17000,59162,Third Owner,9,135,Bajaj
4636,22000,25000,First Owner,16,160,Hero
4637,260000,4459,First Owner,4,250,Hyosung
4639,24000,24593,First Owner,8,100,Hero
4640,150000,16000,First Owner,5,250,Benelli
4641,67474,13000,First Owner,3,220,Bajaj
4642,140000,8300,First Owner,4,500,Royal Enfield
4643,117300,31000,First Owner,6,350,Royal Enfield
4644,119200,12224,First Owner,4,350,Royal Enfield
4645,89889,3000,First Owner,11,350,Royal Enfield
4646,97000,15449,First Owner,5,200,KTM
4647,21000,13000,First Owner,4,100,Bajaj
4648,90400,9300,First Owner,7,350,Royal Enfield
4649,27000,16500,First Owner,9,150,Bajaj
4650,120000,10500,First Owner,5,350,Royal Enfield
4651,9000,73000,First Owner,17,100,Bajaj
4652,28950,27000,First Owner,10,150,Honda
4653,16500,19276,First Owner,11,100,Hero
4654,52000,26329,First Owner,5,220,Bajaj
4655,194000,9000,First Owner,4,390,KTM
4656,8000,21493,First Owner,16,125,Bajaj
4657,500000,200,First Owner,4,750,Harley-Davidson
4658,43999,9900,First Owner,5,110,Honda
4659,105000,19829,First Owner,4,410,Royal Enfield
4660,140000,27000,Third Owner,7,250,Hyosung
4661,16000,22000,Second Owner,18,100,Hero
4663,130000,14000,Second Owner,4,400,Bajaj
4664,41000,120000,First Owner,17,350,Royal Enfield
4665,90000,27445,First Owner,5,350,Royal Enfield
4666,47000,44000,First Owner,8,150,Honda
4667,25000,51917,First Owner,6,110,Honda
4668,65000,26545,First Owner,9,200,KTM
4671,32000,22221,First Owner,5,100,Hero
4672,21000,32706,First Owner,10,150,Hero
4673,32000,27176,Second Owner,6,223,Hero
4674,50000,11067,First Owner,5,220,Bajaj
4675,41000,20050,First Owner,4,100,Hero
4676,20000,60000,First Owner,14,100,Hero
4677,73700,18000,First Owner,9,350,Royal Enfield
4678,60000,40000,First Owner,15,350,Royal Enfield
4679,104300,25276,First Owner,3,200,TVS
4680,57000,4178,Second Owner,10,350,Royal Enfield
4681,75000,22000,Third Owner,10,350,Royal Enfield
4683,40000,12222,First Owner,8,150,Honda
4684,42000,12000,First Owner,7,150,Yamaha
4686,160000,11525,First Owner,4,200,KTM
4687,43000,36000,First Owner,5,150,Hero
4688,22000,27400,First Owner,12,150,Bajaj
4689,10000,43000,First Owner,15,110,TVS
4691,65500,7347,First Owner,10,350,Royal Enfield
4692,34000,40000,First Owner,11,200,Bajaj
4693,83000,3810,First Owner,2,150,Yamaha
4694,34000,25000,First Owner,9,150,Hero
4695,21000,61249,First Owner,9,150,Hero
4696,21000,46019,First Owner,9,150,Hero
4697,82001,11271,First Owner,9,350,Royal Enfield
4698,69000,26530,First Owner,10,350,Royal Enfield
4699,23698,48000,First Owner,10,100,Hero
4700,20000,22000,First Owner,6,150,Bajaj
4701,330000,14000,Third Owner,6,750,Harley-Davidson
4702,30000,19546,First Owner,8,100,Hero
4703,111400,13600,First Owner,6,390,KTM
4704,95000,5909,First Owner,7,535,Royal Enfield
4705,200000,6500,First Owner,3,390,KTM
4706,120000,40700,First Owner,6,390,KTM
4707,130000,8000,Third Owner,6,390,KTM
4708,75000,41007,First Owner,8,250,Honda
4709,110700,14600,Second Owner,5,250,Benelli
4710,28000,23266,First Owner,9,150,Bajaj
4711,146000,381,First Owner,2,295,Jawa
4712,69500,19927,First Owner,7,350,Royal Enfield
4713,15000,47580,First Owner,11,150,Bajaj
4714,50000,20084,Second Owner,4,160,Honda
4715,160000,18000,First Owner,3,200,KTM
4716,75000,27030,First Owner,4,200,TVS
4717,24000,24500,First Owner,7,100,Hero
4718,27000,22493,First Owner,7,100,Hero
4719,30000,21000,First Owner,7,110,Honda
4720,350000,8600,First Owner,7,750,Harley-Davidson
4721,18000,7276,First Owner,8,110,Honda
4722,35000,30947,First Owner,4,110,Hero
4723,23500,27500,First Owner,11,150,Yamaha
4724,25000,5000,First Owner,10,150,Yamaha
4725,950000,21000,First Owner,8,1300,Suzuki
4726,9000,50000,First Owner,16,100,Bajaj
4727,172000,3165,First Owner,2,410,Royal Enfield
4728,230000,285,First Owner,5,250,Hyosung
4729,21500,43500,First Owner,6,110,Mahindra
4734,56000,15131,First Owner,6,150,Honda
4736,52000,4610,First Owner,3,100,Hero
4738,20000,60000,First Owner,10,125,Hero
4739,46000,50000,First Owner,4,150,Yamaha
4740,246800,4500,First Owner,5,320,Yamaha
4741,46000,30500,First Owner,7,200,Bajaj
4742,63000,10613,First Owner,8,350,Royal Enfield
4743,7500,100000,Second Owner,16,135,Hero
4744,44000,13138,First Owner,4,150,Bajaj
4745,42000,58000,First Owner,5,220,Bajaj
4746,54200,33750,First Owner,5,220,Bajaj
4747,35000,17325,First Owner,7,150,Yamaha
4748,80000,45000,First Owner,18,350,Royal Enfield
4749,53214,15492,First Owner,2,110,Honda
4750,40000,29697,First Owner,4,100,Hero
4751,18800,72000,First Owner,10,125,Bajaj
4752,41000,38133,First Owner,5,150,Suzuki
4753,37000,24259,Second Owner,5,150,Suzuki
4754,31000,37594,Third Owner,6,160,TVS
4755,17000,40155,Third Owner,14,223,Hero
4756,140000,37000,Second Owner,5,390,KTM
4757,58000,14560,First Owner,7,150,Yamaha
4758,94038,18871,First Owner,4,350,Royal Enfield
4759,90000,31600,First Owner,6,350,Royal Enfield
4760,91804,300965,First Owner,7,350,Royal Enfield
4761,104700,26000,First Owner,7,350,Royal Enfield
4762,73000,31254,First Owner,6,350,Royal Enfield
4763,65000,13441,Second Owner,8,350,Royal Enfield
4764,50000,33500,First Owner,7,200,Bajaj
4765,850000,285,First Owner,3,1000,Yamaha
4766,52000,16229,First Owner,4,150,Yamaha
4767,33000,15557,First Owner,8,150,Bajaj
4768,100000,23090,First Owner,5,350,Royal Enfield
4769,329000,3252,Second Owner,7,650,Kawasaki
4770,47800,4800,First Owner,4,100,Hero
4771,30000,40000,First Owner,13,160,TVS
4772,25000,17799,First Owner,6,110,Hero
4773,35000,26796,First Owner,6,150,Suzuki
4774,82000,15000,First Owner,6,500,Royal Enfield
4775,20457,43000,Second Owner,8,150,Hero
4776,550000,20000,First Owner,6,883,Harley-Davidson
4777,27000,15000,First Owner,9,150,Bajaj
4778,22000,65000,First Owner,9,180,TVS
4779,21300,45000,First Owner,11,135,Bajaj
4780,178300,2100,First Owner,4,400,Bajaj
4782,10000,50745,First Owner,12,125,Bajaj
4785,170000,3805,First Owner,7,300,Kawasaki
4787,140000,1121,First Owner,3,350,Royal Enfield
4788,160000,8000,First Owner,4,250,KTM
4789,30000,28586,First Owner,5,100,Hero
4790,83000,25933,Second Owner,6,200,KTM
4791,125000,27400,First Owner,4,400,Bajaj
4793,75000,36670,First Owner,9,250,Honda
4795,44600,50000,First Owner,5,150,Yamaha
4796,32000,8500,First Owner,9,150,Yamaha
4797,289000,18000,Second Owner,7,650,Kawasaki
4798,18000,17989,First Owner,11,100,Hero
4799,35000,15000,First Owner,5,100,Bajaj
4800,30000,27000,First Owner,12,150,Yamaha
4801,280000,20785,First Owner,6,650,Kawasaki
4802,85000,11766,First Owner,8,350,Royal Enfield
4803,34000,23188,First Owner,5,125,Hero
4804,15000,27599,First Owner,9,150,Hero
4805,12000,14333,First Owner,10,110,TVS
4806,34000,12580,First Owner,8,150,Yamaha
4807,18000,67714,First Owner,7,125,Bajaj
4828,950000,4600,First Owner,4,1200,Triumph
4829,22000,13496,First Owner,3,100,Bajaj
4830,40000,47486,Second Owner,11,150,Yamaha
4831,14500,78882,First Owner,18,100,Hero
4832,49000,21000,First Owner,6,223,Hero
4833,28000,23000,First Owner,10,110,Honda
4834,263000,1178,First Owner,2,390,KTM
4835,62000,40000,Second Owner,9,250,Honda
4836,65300,40000,First Owner,6,150,Yamaha
4837,39000,29570,Third Owner,12,150,Yamaha
4838,65000,27909,First Owner,7,150,Yamaha
4839,38000,23497,First Owner,5,100,Hero
4840,45000,21000,First Owner,4,150,Bajaj
4841,45000,25000,First Owner,5,160,TVS
4842,32600,23500,First Owner,7,150,Yamaha
4843,119000,8699,First Owner,4,350,Royal Enfield
4844,150000,4900,First Owner,4,350,Royal Enfield
4845,37500,20192,First Owner,5,125,Honda
4846,17000,33000,First Owner,11,100,Hero
4847,95000,14000,First Owner,3,200,TVS
4848,34500,26383,First Owner,4,100,Bajaj
4849,75000,48000,First Owner,5,150,Yamaha
4850,140000,9465,First Owner,4,250,KTM
4851,45000,20431,First Owner,7,160,TVS
4852,36000,18988,First Owner,6,100,Hero
4853,130000,5300,First Owner,3,350,Royal Enfield
4854,11000,52000,First Owner,14,100,TVS
4855,22000,18000,First Owner,8,100,Hero
4856,23000,174638,First Owner,14,150,TVS
4857,29000,35200,First Owner,11,150,Yamaha
4858,46000,12974,First Owner,4,110,Honda
4859,35000,24000,First Owner,9,150,Yamaha
4860,55000,19309,First Owner,5,150,Bajaj
4861,44000,21460,First Owner,7,150,Yamaha
4862,28000,25639,First Owner,9,110,TVS
4863,24000,45238,First Owner,10,100,Hero
4864,1800000,2600,First Owner,4,1000,BMW
4870,24000,36244,First Owner,7,100,Hero
4871,901000,25000,First Owner,4,1000,Kawasaki
4872,47000,59718,First Owner,10,150,Yamaha
4873,50000,26408,First Owner,11,150,Yamaha
4874,38500,22464,First Owner,5,100,Hero
4875,88900,21000,First Owner,7,200,KTM
4876,60000,26132,First Owner,6,220,Bajaj
4877,25200,21000,First Owner,5,100,Bajaj
4878,83000,25000,First Owner,6,350,Royal Enfield
4879,75000,29000,First Owner,8,200,KTM
4880,287500,17500,First Owner,5,250,Hyosung
4881,23500,43100,First Owner,11,150,Bajaj
4882,118000,14000,First Owner,5,200,KTM
4883,130000,17800,First Owner,5,200,KTM
4884,58000,66650,Second Owner,9,350,Royal Enfield
4885,39500,24500,First Owner,12,200,Bajaj
4886,59900,32000,First Owner,5,180,TVS
4890,25000,24000,First Owner,11,100,Hero
4891,24000,20000,First Owner,10,150,Honda
4892,20000,53190,First Owner,10,180,Bajaj
4893,24000,21169,Second Owner,5,100,Hero
4894,130000,5123,First Owner,3,350,Royal Enfield
4895,75000,5500,First Owner,5,220,Bajaj
4896,60000,10703,First Owner,4,150,Honda
4897,615000,17500,Third Owner,6,800,Kawasaki
4898,27000,26000,First Owner,8,125,Honda
4899,26000,18000,First Owner,7,125,Honda
4900,30856,26403,First Owner,7,110,Hero
4901,25000,38000,First Owner,10,125,Hero
4903,1100000,2510,First Owner,3,1200,Ducati
4904,35900,15000,Second Owner,6,150,Suzuki
4905,19000,20090,Second Owner,10,150,Bajaj
4909,88400,22500,First Owner,6,350,Royal Enfield
4910,130000,5900,First Owner,4,350,Royal Enfield
4912,285000,4500,First Owner,2,650,Royal Enfield
4913,165000,5799,First Owner,4,350,Royal Enfield
4915,60000,28000,First Owner,9,350,Royal Enfield
4916,65000,20000,First Owner,4,150,Honda
4917,900000,8000,Second Owner,5,1050,Triumph
4918,46000,49994,First Owner,9,150,Yamaha
4919,19000,17999,First Owner,9,150,Yamaha
4920,9400,70000,Second Owner,12,125,Yamaha
4921,26000,34000,First Owner,8,150,Yamaha
4922,6400,100000,First Owner,18,150,Bajaj
4923,6700,81000,First Owner,17,150,Bajaj
4924,52800,22000,First Owner,4,150,Yamaha
4925,54000,5020,Second Owner,4,150,Yamaha
4926,35000,18227,First Owner,9,150,Yamaha
4927,9000,62135,Second Owner,13,150,Hero
4928,590000,6985,First Owner,4,797,Ducati
4929,40000,24134,First Owner,4,110,Honda
4930,60000,14525,First Owner,3,160,TVS
4931,165000,11500,First Owner,4,500,Royal Enfield
4932,28400,18958,First Owner,5,110,Honda
4933,21000,50000,First Owner,7,150,Bajaj
4935,16000,35000,First Owner,12,100,Hero
4939,30000,42175,First Owner,8,160,TVS
4941,121400,18500,First Owner,6,500,Royal Enfield
4942,110000,23350,First Owner,7,500,Royal Enfield
4943,53000,14432,First Owner,4,160,Honda
4944,34000,5400,First Owner,5,100,TVS
4945,200000,11700,First Owner,4,390,KTM
4946,25000,35000,First Owner,8,125,Hero
4947,38000,12250,First Owner,10,150,Yamaha
4948,175000,10880,First Owner,4,390,KTM
4949,90000,2463,First Owner,3,220,Bajaj
4950,550000,18500,Third Owner,8,800,Kawasaki
4951,27000,61421,First Owner,8,100,Hero
4952,50000,15600,First Owner,5,150,Suzuki
4956,66000,26592,First Owner,4,220,Bajaj
4957,486000,2600,First Owner,5,750,Harley-Davidson
4958,60000,52000,First Owner,8,150,Yamaha
4959,55000,5200,First Owner,2,110,Bajaj
4960,4400,55000,First Owner,16,110,LML
4961,34000,21163,First Owner,4,100,Hero
4962,450000,1000,First Owner,7,750,Harley-Davidson
4963,81000,39865,First Owner,6,350,Royal Enfield
4964,175000,34000,First Owner,4,390,KTM
4965,83000,49000,Second Owner,7,350,Royal Enfield
4966,25000,12537,First Owner,6,100,Hero
4967,40000,52000,First Owner,5,150,Suzuki
4968,35000,13328,First Owner,4,100,Hero
4969,54500,14000,First Owner,6,200,Bajaj
4970,20700,32340,First Owner,7,100,Bajaj
4971,90000,31074,First Owner,8,250,Honda
4972,78400,23180,Second Owner,8,250,Honda
4973,381700,2000,First Owner,6,750,Harley-Davidson
4974,198599,930,First Owner,3,250,KTM
4975,223000,400,First Owner,3,295,Jawa
4976,32000,43000,First Owner,6,100,Hero
4977,69000,3542,First Owner,3,220,Bajaj
4979,45000,18000,First Owner,5,160,TVS
4980,23000,18000,First Owner,9,100,Bajaj
4981,51000,39766,First Owner,7,220,Bajaj
4982,36000,21657,First Owner,9,160,TVS
4983,145500,33486,First Owner,4,350,Royal Enfield
4994,33000,5188,First Owner,6,135,Bajaj
4995,21316,39000,First Owner,11,135,Bajaj
4996,110000,15400,First Owner,4,500,Royal Enfield
4997,36000,17000,Second Owner,4,100,Hero
4998,115000,13797,First Owner,4,400,Bajaj
4999,82000,15418,Second Owner,10,350,Royal Enfield
5000,20000,73317,Second Owner,13,223,Hero
5001,96300,28000,First Owner,9,350,Royal Enfield
5002,97000,41211,First Owner,7,350,Royal Enfield
5003,85000,24592,First Owner,10,350,Royal Enfield
5004,47600,18000,First Owner,4,110,Honda
5005,33000,15250,First Owner,9,150,Honda
5006,19000,26527,First Owner,16,100,Bajaj
5007,10000,35000,Second Owner,11,110,TVS
5008,101697,7734,First Owner,4,200,Bajaj
5009,48000,54990,First Owner,6,220,Bajaj
5010,46500,16540,Second Owner,6,220,Bajaj
5011,10000,37066,Second Owner,16,100,Bajaj
5012,39000,52000,First Owner,6,125,Hero
5013,35000,24000,First Owner,11,150,Honda
5014,135000,9600,First Owner,5,410,Royal Enfield
5015,24000,65000,First Owner,11,125,Hero
5016,378000,13000,First Owner,8,883,Harley-Davidson
5017,68000,23,Third Owner,39,250,Yezdi
5018,45000,18611,First Owner,5,180,TVS
5019,40000,3443,First Owner,6,220,Bajaj
5020,32000,10576,First Owner,8,220,Bajaj
5021,104400,41000,First Owner,5,350,Royal Enfield
5022,38000,25000,First Owner,6,150,Suzuki
5023,61000,5250,First Owner,3,100,Hero
5024,107000,5000,First Owner,3,300,Mahindra
5025,100400,5300,First Owner,6,200,Bajaj
5026,109000,13110,Second Owner,5,500,Royal Enfield
5027,40362,14653,First Owner,6,150,Suzuki
5028,13000,65000,First Owner,14,100,Hero
5029,130000,23400,First Owner,4,400,Bajaj
5030,70000,25240,First Owner,6,200,Bajaj
5031,120000,13560,First Owner,4,350,Royal Enfield
5032,42000,26839,First Owner,3,100,Hero
5033,13500,50000,First Owner,10,110,Honda
5034,70000,10000,Third Owner,4,223,Hero
5035,35000,35020,First Owner,5,150,Bajaj
5036,80000,42173,First Owner,5,200,Bajaj
5037,105000,28000,First Owner,6,200,KTM
5038,42000,12000,First Owner,4,150,Bajaj
5039,20000,36903,First Owner,12,150,Bajaj
5040,61500,15264,First Owner,4,220,Bajaj
5041,190000,6000,First Owner,3,310,TVS
5042,75000,18304,First Owner,4,200,TVS
5043,40000,17038,First Owner,5,150,Bajaj
5044,35000,23297,Second Owner,5,150,Bajaj
5045,24500,51999,First Owner,7,125,Honda
5046,60000,7312,First Owner,2,150,Bajaj
5047,143000,2963,First Owner,3,200,KTM
5048,20000,20000,First Owner,14,160,TVS
5049,35000,47000,First Owner,10,150,Bajaj
5050,95000,9000,First Owner,6,350,Royal Enfield
5051,28000,47098,First Owner,9,223,Hero
5052,45000,17900,First Owner,5,150,Bajaj
5053,25000,14002,Second Owner,10,100,Hero
5054,75000,24203,First Owner,7,350,Royal Enfield
5055,98000,28026,First Owner,5,200,Bajaj
5056,12800,50000,First Owner,13,150,Hero
5057,198000,5640,First Owner,3,390,KTM
5058,95000,20000,First Owner,6,350,Royal Enfield
5059,25000,38247,First Owner,8,110,Mahindra
5060,110000,24300,First Owner,3,350,Royal Enfield
5061,35000,45189,First Owner,10,150,Bajaj
5062,16000,99000,First Owner,11,150,Bajaj
5063,66400,2600,First Owner,4,150,Bajaj
5064,26000,43625,First Owner,8,110,Hero
5065,43000,38000,First Owner,7,150,Yamaha
5066,40000,19300,First Owner,7,220,Bajaj
5067,85000,33783,First Owner,7,350,Royal Enfield
5068,52000,4725,First Owner,5,150,Bajaj
5069,125000,8930,First Owner,4,400,Bajaj
5070,121000,13013,First Owner,3,150,Yamaha
5071,35000,28000,Second Owner,6,223,Hero
5072,96000,16317,Second Owner,5,350,Royal Enfield
5073,19000,69761,First Owner,9,125,Honda
5074,130800,24000,First Owner,5,350,Royal Enfield
5075,60000,4200,First Owner,9,200,Bajaj
5076,67000,25000,Second Owner,8,200,KTM
5077,80000,25000,First Owner,7,250,Honda
5078,50300,14000,First Owner,7,220,Bajaj
5079,23400,15000,First Owner,9,125,Honda
5080,105000,18000,First Owner,6,390,KTM
5081,21100,21000,First Owner,11,100,Bajaj
5082,283700,4400,First Owner,5,250,Hyosung
5083,27500,32659,First Owner,10,100,Hero
5084,25000,39000,First Owner,9,100,Hero
5085,90000,17000,First Owner,4,150,Yamaha
5086,20300,46000,First Owner,15,100,Hero
5087,55800,4000,First Owner,4,125,Honda
5088,125000,31243,First Owner,4,400,Bajaj
5089,160000,5000,First Owner,4,350,Royal Enfield
5090,12982,100000,Second Owner,12,150,Bajaj
5091,25000,25000,Second Owner,7,125,Honda
5092,25000,16565,First Owner,6,110,TVS
5093,51000,26219,First Owner,6,150,Yamaha
5094,18200,45000,First Owner,12,150,Hero
5095,15000,36888,First Owner,13,135,Bajaj
5096,84000,19912,First Owner,7,350,Royal Enfield
5097,128000,5541,First Owner,4,500,Royal Enfield
5098,30000,30000,First Owner,6,135,Bajaj
5099,60000,15927,Second Owner,6,150,Bajaj
5100,158000,3834,First Owner,4,390,KTM
5101,43600,60000,First Owner,8,200,Bajaj
5102,15000,532,First Owner,14,150,Bajaj
5103,57999,3000,First Owner,4,110,Hero
5104,58000,28000,First Owner,7,150,Yamaha
5105,32000,31000,First Owner,10,125,Honda
5106,65000,2500,First Owner,3,125,Honda
5107,133000,26000,First Owner,5,390,KTM
5108,29200,30000,First Owner,8,150,Bajaj
5109,91000,5500,First Owner,2,160,Honda
5110,115000,24000,First Owner,4,350,Royal Enfield
5111,50000,200,First Owner,3,100,Bajaj
5112,140000,7000,First Owner,6,390,KTM
5113,36000,4838,First Owner,4,125,Bajaj
5114,32000,26500,First Owner,7,100,Bajaj
5115,100000,1300,First Owner,4,200,TVS
5116,55000,43000,First Owner,5,150,Yamaha
5117,62000,23367,First Owner,15,350,Royal Enfield
5118,60000,18200,First Owner,9,150,Yamaha
5119,28000,25000,First Owner,9,150,Hero
5120,120000,16000,Second Owner,7,200,KTM
5121,20000,35063,Second Owner,13,150,Honda
5122,73000,14000,First Owner,3,150,Yamaha
5123,45000,15000,First Owner,5,150,Bajaj
5124,170000,6000,First Owner,3,500,Royal Enfield
5125,55000,38000,First Owner,6,220,Bajaj
5126,83100,13450,First Owner,4,150,Bajaj
5127,25000,50000,First Owner,7,100,Hero
5128,39200,16500,Second Owner,5,125,Honda
5129,141000,4625,First Owner,3,350,Royal Enfield
5130,134400,1550,First Owner,4,350,Royal Enfield
5131,15000,70000,First Owner,13,150,Bajaj
5132,78500,35596,First Owner,6,350,Royal Enfield
5133,170000,500,First Owner,2,350,Royal Enfield
5134,52000,3400,First Owner,3,125,Bajaj
5135,29500,36484,First Owner,8,100,Hero
5136,36000,30000,First Owner,7,150,Honda
5137,65000,30000,First Owner,4,150,Bajaj
5138,50000,1234,Second Owner,7,220,Bajaj
5139,42500,16435,First Owner,7,150,Yamaha
5140,43000,60000,First Owner,7,150,Yamaha
5141,80000,35000,First Owner,10,250,Honda
5142,21000,7100,First Owner,9,100,Hero
5143,45000,72354,First Owner,10,150,Yamaha
5144,10500,717794,First Owner,15,125,Bajaj
5145,29500,25000,First Owner,10,150,Bajaj
5146,38000,58816,First Owner,11,220,Bajaj
5147,150000,2200,First Owner,4,250,Honda
5148,30000,22560,First Owner,7,100,Hero
5149,115000,18057,Second Owner,5,350,Royal Enfield
5150,19000,78822,First Owner,8,125,Hero
5151,34000,38000,First Owner,11,150,Yamaha
5152,28000,14256,First Owner,12,223,Hero
5153,125000,9858,First Owner,4,350,Royal Enfield
5154,110000,25327,First Owner,5,390,KTM
5155,41000,71303,First Owner,6,220,Bajaj
5156,20000,57500,Second Owner,14,180,Bajaj
5157,11000,20000,First Owner,12,100,Hero
5158,109000,13000,First Owner,6,350,Royal Enfield
5159,63000,21000,First Owner,4,220,Bajaj
5160,41999,54362,First Owner,4,150,Bajaj
5161,87000,35450,First Owner,6,200,Bajaj
5162,41400,21000,First Owner,4,125,Hero
5163,9000,72378,First Owner,15,100,TVS
5164,22000,54000,Second Owner,13,180,Bajaj
5165,123400,5000,First Owner,4,350,Royal Enfield
5166,17000,35655,First Owner,10,125,Honda
5167,18000,42000,First Owner,11,135,Bajaj
5168,82500,13000,First Owner,6,200,Bajaj
5169,70000,7900,First Owner,6,150,Suzuki
5177,51000,24800,First Owner,5,160,Honda
5178,155000,7563,First Owner,3,250,KTM
5179,75068,16919,First Owner,9,350,Royal Enfield
5180,153000,10000,First Owner,3,500,Royal Enfield
5184,35300,55000,First Owner,8,223,Hero
5185,22000,16750,First Owner,10,223,Hero
5186,36800,41090,Second Owner,4,150,Bajaj
5187,49000,13281,First Owner,5,150,Bajaj
5188,37000,29094,First Owner,4,125,Bajaj
5189,21400,45000,First Owner,8,125,Honda
5190,93000,4761,First Owner,6,350,Royal Enfield
5191,100000,9200,First Owner,3,150,Suzuki
5192,100500,6000,First Owner,3,150,Suzuki
5193,90000,14330,First Owner,3,350,Royal Enfield
5194,55000,15000,Second Owner,12,350,Royal Enfield
5195,119000,14735,First Owner,5,500,Royal Enfield
5196,26000,55686,Second Owner,9,220,Bajaj
5197,113000,14200,First Owner,4,350,Royal Enfield
5198,40000,75000,First Owner,8,150,Bajaj
5199,32000,21000,First Owner,5,150,Bajaj
5200,13500,477976,First Owner,14,135,Bajaj
5201,66400,27481,Second Owner,7,150,Yamaha
5202,67000,43871,First Owner,6,150,Honda
5210,140000,9000,First Owner,5,410,Royal Enfield
5211,45000,32375,First Owner,8,150,Yamaha
5212,61000,41000,First Owner,7,220,Bajaj
5213,38000,16500,First Owner,9,110,Honda
5214,75500,23800,First Owner,7,150,Honda
5215,125000,700,First Owner,3,150,Suzuki
5216,140000,99999,First Owner,37,350,Royal Enfield
5217,49100,10000,First Owner,5,150,Bajaj
5218,95000,15288,Second Owner,5,350,Royal Enfield
5219,85000,26000,First Owner,6,200,Bajaj
5220,110000,26927,First Owner,6,350,Royal Enfield
5221,20000,38500,Fourth Owner Or More,12,125,Yamaha
5222,28000,25000,First Owner,7,150,Bajaj
5223,109500,13000,First Owner,8,500,Royal Enfield
5224,99000,19000,First Owner,6,350,Royal Enfield
5225,69999,7054,First Owner,5,150,Bajaj
5226,115000,12000,First Owner,6,350,Royal Enfield
5227,24000,6000,First Owner,10,100,Hero
5228,56000,17330,First Owner,6,149,Hero
5232,24500,21891,First Owner,7,125,Bajaj
5233,36999,57811,First Owner,8,180,Bajaj
5234,110439,3000,First Owner,9,500,Royal Enfield
5235,116762,30000,First Owner,7,500,Royal Enfield
